,MlsId,MlsName,DateListed,StreetAddress,Price,Bedrooms,Bathrooms,FullBathrooms,HalfBathrooms,ThreeQuarterBathrooms,Appliances,Rooms,Description
73,16163826,CLAW,2016-09-22 00:00:00,1301 SEWARD ST,3500.00,2,,1,,,"RangeOven,Microwave,Oven","bedrooms,bathrooms",Welcome to WEHO! West Hollywood HARD TO FIND pet friendly 2bd/1bath + bungalow. This very bright and charming bungalow is the main house of a detached duplex. Enjoy the serine front yard with privacy 
80,16165062,CLAW,2016-09-22 00:00:00,2445 WALGROVE AVE,1235000.00,3,,1,,1,"Range Hood,RangeOven","bedrooms,bathrooms",Charming 1920s farmhouse on the border of Mar Vista and Venice. This home was originally built in 1925 in La Canada and was moved to the current address in the 1960s. It exudes a vintage ranch-style c
178,316009006,ITECH,2016-09-25 00:00:00,2454 Oswego Street #201,728000.00,3,,3,1,,"Free Standing Gas,Microwave,Range Hood","bedrooms,bathrooms","Architectural excellence and modern finishes combine seamlessly in this luxurious single level rear unit. Built in 2007, the complex boasts idyllic qualities like lush foliage and curved paver-lined p"
82,16165528,CLAW,2016-09-26 00:00:00,0 Ramera Mountainway,3250000.00,0,,,,,,None,Smashing ocean views from 91 acres in the beautiful Santa Monica Mountains overlooking Malibu and Point Dume. This offering consists of seven contiguous ocean view lots only 2 1/2 miles from Pacific C
83,16165532,CLAW,2016-09-26 00:00:00,6041 KANAN DUME RD,2500000.00,0,,,,,,None,"Amazing land offering of almost six acres within 1/2 mile of Pacific Coast Highway. Surrounded by multi-million dollar homes, the property is one of the few left that are able to accommodate multiple "
84,16165994,CLAW,2016-09-26 00:00:00,1616 N LA BREA AVE,2550.00,0,,1,,,"Microwave,RangeOven",bathrooms,NOW OFFERING MOVE IN SPECIALS! THE BUILDING IS ALMOST SOLD OUT! Welcome to The Lofts On La Brea. The newest luxury community. This large top-floor studio is perfect for the entertainer that wants the 
179,316009078,ITECH,2016-09-26 00:00:00,2011 Hall Canyon Drive,3695000.00,4,,2,1,2,"Built-In BBQ,Convection Oven,Cooktop - Gas,Double Oven,Microwave","bedrooms,bathrooms","This timeless contemporary Craftsman residence in La Canada, built by C.H. Anderson, was once a grove of deodar pines, transformed into a property fit for entertaining and movement. Renowned architect"
85,16166222,CLAW,2016-09-27 00:00:00,1522 AMHERST AVE,4350.00,3,,2,1,,"Microwave,RangeOven","bedrooms,bathrooms",Beautifully appointed single level condo in a newer Mediterranean courtyard building. A great open floor plan with 3 bedrooms/2.5 bathrooms and filled with natural sunlight. The chef's kitchen has che
180,316009157,ITECH,2016-09-28 00:00:00,247 Crystal Lane,575000.00,3,,1,,1,Built-In Gas,"bedrooms,bathrooms","Beautiful remodeled single family residence at the end of a cul-de-sac. The stunning large kitchen is truly a show stopper with dark custom cabinets including a wine rack, stone counter tops, recessed"
177,316008990,ITECH,2016-09-28 00:00:00,1124 East Chestnut Street #39,2400.00,2,,2,,,Free Standing Gas,"bedrooms,bathrooms","Charming townhouse style condo. Spacious, beautifully maintained light filled two bedroom two bath unit with hardwood floors, fireplace, two balconies, in unit washer/dryer and private two car garage."
181,316009232,ITECH,2016-09-29 13:35:23,901 South Flower Street #506,2650.00,1,,1,,,,"bedrooms,bathrooms","Situated in the vibrant downtown LA South Park area is this live/work light-filled one bedroom gem. It features open floor plan, modern built-in appliances, European cabinets, enclosed bedroom, ample "
88,16167460,CLAW,2016-10-03 00:00:00,429 MONTANA AVE,1498000.00,3,,2,,,RangeOven,"bedrooms,bathrooms","Rare opportunity to purchase this wonderful 3 bed, 2 bath penthouse in a high demand Santa Monica area. Near shops, restaurants, Santa Monica Pier, Promenade, Santa Monica stairs and the beach; this h"
182,316009342,ITECH,2016-10-03 00:00:00,4842 Alminar Avenue,1339000.00,3,,2,,,"Cooktop - Gas,Microwave,Oven","bedrooms,bathrooms","Welcome to 4842 Alminar Ave., considered a prime location for many in La Canada! Alminar is a quaint tree lined street not far from schools, shopping and restaurants. This cozy and charming 3 bedroom,"
185,316009368,ITECH,2016-10-03 00:00:00,4113 Lanterman Lane,1195000.00,4,,1,1,1,,"bedrooms,bathrooms","Beautiful turn-key traditional in La Canada Flintridge. Fantastic floor plan for entertaining with great indoor-outdoor flow. Large living room/ dining room, cooks kitchen and breakfast nook open to t"
79,16164958,CLAW,2016-10-03 00:00:00,1425 SYCAMORE AVE,888000.00,3,,2,,,Built-In BBQ,"bedrooms,bathrooms","Located in Northwest Glendale, above Bel Aire Drive, this stylishly remodeled home is sure to delight the most discerning buyer! The gorgeous chef's kitchen is straight out of Restoration Hardware and"
87,16167440,CLAW,2016-10-03 00:00:00,901 TEAKWOOD RD,1998000.00,4,,3,,,"Range Hood,Microwave,RangeOven","bedrooms,bathrooms","Mid-Century modern with gorgeous canyon views. This 2,835 sqft home has 4 bed, 3 baths and is bright and spacious throughout with plenty of room for entertaining. The living room with fireplace has la"
183,316009344,ITECH,2016-10-04 00:00:00,8258 Owens Street,549000.00,3,,1,,1,,"bedrooms,bathrooms","Charming traditional home on a nice tree lined street in Sunland. Built in 1953, this 3 bedroom 2 bathroom home has been well maintained and has many recent upgrades including wide plank hardwood floo"
218,SB16712658MR,CRMLS,2016-10-04 00:00:00,1110 Felbar Avenue,779000.00,3,,2,99,,RangeOven,"bedrooms,bathrooms","A decorator perfect home in Torrance Gardens awaits: enter this 1,611 sq. ft. gem from a welcoming brick front porch, step into the inviting living room with beautiful wood floors, and take your time "
91,16168406,CLAW,2016-10-04 00:00:00,1 W CENTURY DR,18500.00,2,,2,1,,"Built-Ins,Range Hood,Microwave,RangeOven","bedrooms,bathrooms","Live at ""The Century"" and experience the finest in estate-style living with five-star amenities. The prestigious full-service 42-story high rise was designed by Robert A.M. Stern and features all the "
90,16168294,CLAW,2016-10-04 00:00:00,1 W CENTURY DR,3849000.00,2,,2,1,,"Built-Ins,Range Hood,Microwave,RangeOven","bedrooms,bathrooms","Live at ""The Century"" and experience the finest in estate-style living with five-star amenities. The prestigious full-service 42-story high rise was designed by Robert A.M. Stern and features all the "
81,16165260,CLAW,2016-10-04 00:00:00,18913 ADOLFO AVE,865000.00,4,,4,,,"Microwave,RangeOven","bedrooms,bathrooms",Welcome to this wonderful small gated community in the heart of Tarzana. Drive up and you are greeted with a stamped driveway and rose bush lined path leading to a beautiful newer 4 bedroom property. 
93,16168832,CLAW,2016-10-05 00:00:00,2041 N COMMONWEALTH AVE,3095.00,2,,1,,,"Microwave,RangeOven","bedrooms,bathrooms","Welcome to 2041 N Commonwealth. Be the the first to live in this Top-floor Corner unit since the full remodel including new floors, fresh paint, new counter tops and new appliances. A large master wit"
97,16169172,CLAW,2016-10-06 00:00:00,920 Alta AVE,6595000.00,6,,2,2,3,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","Architectural oasis located on a quiet corner lot North of Montana- just moments from restaurants & the beach. Steel, wood & glass set the stage for serene living tucked behind privacy walls & hedges."
96,16169094,CLAW,2016-10-06 00:00:00,2765 CASIANO RD,2249000.00,5,,4,1,,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms",Come embrace a skillful blend of elements that gives this romantic Mediterranean energy and joy. Tour the thoughtful floorpan that will impress. Many incredible features & fine details make it unique.
95,16169036,CLAW,2016-10-06 00:00:00,1101 N KENTER AVE,1799000.00,3,,3,,1,"Range Hood,Microwave,RangeOven","bedrooms,bathrooms",Live above the city of lights in the peaceful and desirable Crestwood Hills area of Brentwood. This 3 bed/4 bath architectural home with wonderful canyon and ocean views boasts an open floor plan and 
92,16168744,CLAW,2016-10-06 00:00:00,323 ADELAIDE DR,6895000.00,4,,2,2,2,"Built-Ins,Range Hood,Microwave,RangeOven","bedrooms,bathrooms","Perfectly situated on the most sought-after block of Adelaide Drive, this luxury four-level Santa Monica canyon home offers an idyllic lifestyle inclusive of breathtaking ocean & canyon views. Nestled"
98,16169260,CLAW,2016-10-07 00:00:00,1116 LINDA FLORA DR,8499000.00,5,,3,1,2,"Built-In BBQ,Built-Ins,Microwave,RangeOven,Gas,Oven","bedrooms,bathrooms","Designed by renowned architect Walter Scott Perry in the classic modern Bauhaus tradition, this newly remodeled, 5 bedroom & 6 bathroom contemporary home is sited on a serene, half-acre knoll in Bel A"
184,316009356,ITECH,2016-10-07 00:00:00,4762 La Canada Boulevard,2195000.00,4,,2,1,1,"Cooktop - Gas,Double Oven,Gas Grill,Range Hood","bedrooms,bathrooms","This stunning 1926 Spanish estate sits on nearly 24,000 square feet of flat land and features a detached 1-BR/1-BA GUEST HOUSE. This house combines original character details with a fantastic floor pl"
86,16167196,CLAW,2016-10-07 00:00:00,483 CRANE,599000.00,2,,1,,,,"bedrooms,bathrooms","Enchanting 1928 Spanish Bungalow high atop Mt. Washington. Perched above street level on a street-to-street lot, this graceful home has been lovingly preserved and is filled with original detail. Feat"
186,316009501,ITECH,2016-10-07 00:00:00,1436 Valane Drive,799000.00,2,,1,1,,,"bedrooms,bathrooms","A dog-leg left from the first fairway of the Oakmont Country Club is where you will find this hidden, quaint street with friendly neighbors. This single-story, mid Century home has clean lines that ar"
99,16169676,CLAW,2016-10-08 00:00:00,750 S BUNDY DR,875000.00,2,,2,1,,Built-Ins,"bedrooms,bathrooms","Located in the heart of Brentwood, minutes from some of the best restaurants, boutiques and farmers markets in Los Angeles, this stylish condo beckons you home. Enjoy a thoughtfully-designed open floo"
94,16168984,CLAW,2016-10-10 00:00:00,2601 PURDUE AVE,799000.00,2,,1,,,"Range Hood,RangeOven","bedrooms,bathrooms","Westside charmer. Coved ceilings, archways, wood floors, fireplace in a step-down living room. This home has been well maintained and upgraded with central heat and A/C, copper plumbing, CA cellar wit"
187,316009646,ITECH,2016-10-12 00:00:00,526 Venado Vista Drive,1195000.00,3,,2,,,,"bedrooms,bathrooms","This 1957 ranch home is located on a quiet cul-de-sac near Paradise Canyon Elementary School and hiking trails. The home offers a large living/great room with high ceilings, fireplace, built-in cabine"
103,16170438,CLAW,2016-10-12 00:00:00,1125 NAPOLI DR,5995000.00,5,,3,1,1,"Built-In BBQ,Range Hood,Microwave,RangeOven","bedrooms,bathrooms","This rare single story contemporary is a WOW! In the ""Coastal Modern"" style of its celebrity designer Tim Clarke, interiors include Balinese ceilings, floor to ceiling windows/doors, and a seamless in"
105,16170802,CLAW,2016-10-12 00:00:00,235 MAIN ST,999000.00,2,,2,,,RangeOven,"bedrooms,bathrooms","A spacious expertly designed condominium located on Main Street in Venice. Located in close proximity to Whole Foods, Rose Ave, and Venice Beach. This two bedroom two bath recently updated condo boast"
100,16170084,CLAW,2016-10-13 00:00:00,1508 12TH ST,779000.00,2,,2,,,"Built-Ins,Range Hood,Microwave,RangeOven","bedrooms,bathrooms","ATTENTION INVESTORS looking for an updated easy to manage condo with low dues! Tenant in place until NOV 1st 2017 at $3,300 per month. Can be shown with 48hrs notice. Just 12 blocks from the sand? At "
102,16170260,CLAW,2016-10-13 00:00:00,3181 FEDERAL AVE,1589000.00,4,,3,,,"Microwave,RangeOven","bedrooms,bathrooms",Welcome to this Mar Vista/ Westdale Trousdale charmer on a wonderful tree lined street centrally located to everything the neighborhood has to offer.This pristine home offers 4 spacious Bedrooms (2 en
101,16170236,CLAW,2016-10-13 00:00:00,2317 Dickenson Road,20000000.00,0,,,,,,None,"An hour outside of Los Angles with country and ocean views of Ojai sits Flying D Ranch. The ultimate ranch - surrounded by a seasonal creek and expansive terrain. Consisting of 1,281 acres and 7 parce"
188,316009693,ITECH,2016-10-14 00:00:00,1320 Loreto Drive,1126000.00,3,,2,,1,"Built-Ins,Convection Oven,Cooktop - Gas,Microwave,Oven","bedrooms,bathrooms","Price Reduction! Beautiful 1926 Character Spanish! Located on a peaceful street, this lovely Spanish Colonial is immaculate. Living Room Offers Gleaming Tongue and Groove Hardwood floors and the state"
189,316009737,ITECH,2016-10-15 16:59:01,4439 Alta Canyada Road,4000.00,3,,1,1,1,,"bedrooms,bathrooms",Charming 3 BR/ 3 BA home FOR LEASE in the award-winning La Canada Unified School district. The updated kitchen features granite counters and opens to the family room and dining area. Spacious Master B
104,16170720,CLAW,2016-10-17 00:00:00,17795 CALLE DE PALERMO,3895000.00,5,,5,1,,"Built-In BBQ,RangeOven","bedrooms,bathrooms","Welcome home to this beautiful Contemporary Traditional in the exclusive guard gated community of the Palisades Country Estates. This great family home, at the end of a cul-de-sac, offers 5 spacious e"
108,16171978,CLAW,2016-10-17 00:00:00,7462 CLINTON ST,825000.00,2,,1,,,,"bedrooms,bathrooms","Melrose Village Spanish Bungalow Heavy Fixer/Tear-down. Property to be sold in AS-IS condition with no repairs, credits, or warranties. Located in prime 90036 neighborhood moments from The Grove, Melr"
106,16171376,CLAW,2016-10-17 00:00:00,15630 WOODVALE RD,3499000.00,5,,5,1,,"Built-In BBQ,Built-Ins,Range Hood,Microwave,RangeOven,Built-In Gas,Cooktop - Gas","bedrooms,bathrooms","Located in the heart of Royal Oaks of Encino, sits a newly remodeled contemporary California craftsmanship 5BD/5.5 BA. This Cape Cod-inspired interior has rich French Oak floors throughout, generous l"
190,316009746,ITECH,2016-10-17 00:00:00,330 Cordova Street #312,599000.00,2,,2,1,,"Gas,Oven-Gas","bedrooms,bathrooms","Just One and half blocks (5 minute walk) from the Metro Gold Line, this heavily-treed urban oasis is conveniently located near restaurants, shopping, art galleries, Old Pasadena, Paseo, South Lake Ave"
192,316009802,ITECH,2016-10-18 00:00:00,5715 Summit Crest Drive,1450000.00,3,,1,,1,"Gas/Electric Range,Oven","bedrooms,bathrooms","Beautiful property in desirable La Canada/Flintridge. Charming traditional one story house in a beautiful neighborhood, kitchen with breakfast room and convenient and spacious family room, Banquet siz"
191,316009753,ITECH,2016-10-19 00:00:00,385 South Oakland Avenue #105,355000.00,0,,1,,,RangeOven,bathrooms,"Chic studio located on a wonderful tree-lined street in the heart of Pasadena. Well situated in the sophisticated Oakland Towers, this unit features a double door entry, large picture windows with vie"
114,16173026,CLAW,2016-10-19 00:00:00,2307 OAKWOOD AVE,9250.00,3,,4,,,Built-Ins,"bedrooms,bathrooms","Eco Chic Living in the heart of Venice! 2,400sq feet single family house on three levels built in 2008. 3 bedrooms, 3.5 baths.Lofty architectural living w volume, light & space. High ceilings, multipl"
109,16172792,CLAW,2016-10-19 00:00:00,610 N Orlando AVE,3750.00,1,,2,,,"Microwave,RangeOven","bedrooms,bathrooms","Extensively Remodeled Units for Lease in prime and hip WEHO! Modern designer finishes include French Oak laminate flooring throughout, kitchen with stainless steel appliances, caesartone counters and "
112,16172880,CLAW,2016-10-19 00:00:00,610 N Orlando AVE,3750.00,2,,2,,,"Microwave,RangeOven","bedrooms,bathrooms","Extensively Remodeled Units for Lease in prime and hip WEHO! Modern designer finishes include French Oak laminate flooring throughout, a kitchen with stainless steel appliances, caesartone counters an"
193,316009844,ITECH,2016-10-19 21:51:45,277 Atchison Street,3500.00,4,,2,,1,,"bedrooms,bathrooms","Charming home located on a tree lined street. Great curb appeal, mature trees, backyard porch, hardwood floors, living room with a fireplace, nicely remodeled bathrooms, and kitchen, lots of closet sp"
115,16173052,CLAW,2016-10-20 00:00:00,10267 LELIA LN,1495000.00,3,,3,,,,"bedrooms,bathrooms","Situated at the end of a quiet canyon lane, this stunning contemporary home offers a tranquil, serene setting. Soaring ceilings, expansive windows, and skylights create tremendous natural light throug"
119,16173342,CLAW,2016-10-20 00:00:00,6766 PORTSHEAD RD,35000.00,6,,5,,,"Built-In BBQ,Built-Ins","bedrooms,bathrooms",This magnificent Tuscan home with stunning ocean views sits on over an acre of beautiful landscaped grounds. The property is located in the highly desirable neighborhood of Point Dume with beach keys 
116,16173190,CLAW,2016-10-20 00:00:00,3632 VALLEY MEADOW RD,1295000.00,3,,2,,,RangeOven,"bedrooms,bathrooms",This picturesque mid-century ranch style home on a large quiet lot in coveted Royal Woods is the home you have been waiting for! Open and flowing public areas separated from the private bedroom wing m
117,16173212,CLAW,2016-10-20 00:00:00,1024 PALISADES BEACH RD,9250000.00,5,,3,1,4,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","As part of Santa Monica's historically exclusive Gold Coast, where Hollywood's elite first converged to claim a beachfront oasis to call their own, this John Byers-designed Spanish Colonial Revival el"
118,16173320,CLAW,2016-10-20 00:00:00,32506 PACIFIC COAST HWY,35000.00,3,,3,1,,"Built-In BBQ,Built-Ins,Range Hood,Microwave,RangeOven","bedrooms,bathrooms","Stunning beach front property! This remodeled home nestled in the Encinal Bluffs, sits right above the sand on a quiet beach cove. This quintessential Tuscan home features authentic finishes of reclai"
122,16173754,CLAW,2016-10-21 00:00:00,1023 S BUNDY DR,2049000.00,2,,1,1,1,"Built-Ins,RangeOven","bedrooms,bathrooms","Romantic Spanish Hacienda hidden behind a tall privacy hedge. A true retreat full of old-world charm. 2 bedrooms, 2.5 baths plus a converted garage with office, den and ~ bath. Filled with natural lig"
121,16173746,CLAW,2016-10-21 00:00:00,450 N SKYEWIAY RD,2894000.00,3,,2,,1,"Built-In BBQ,Built-Ins,Microwave,RangeOven","bedrooms,bathrooms",Tucked away on a serene street North of Sunset in one of the most sought after areas of Brentwood is 450 N. Skyewiay. This immaculate and ample traditional home has been meticulously maintained and ri
194,316009913,ITECH,2016-10-21 00:00:00,705 East Palm Avenue,598000.00,2,,1,,,,"bedrooms,bathrooms",1940's Traditional in desirable NE Monrovia neighborhood within Gold Ribbon School boundry. This 2 bedroom 1 bath home features an open concept living room dining room w/hardwood floors and playroom t
113,16172958,CLAW,2016-10-21 00:00:00,11158 OPHIR DR,2595000.00,3,,3,,,RangeOven,"bedrooms,bathrooms","Gorgeous 3 Bedroom, 3 Bathroom Traditional home exquisitely remodeled! Great flow for entertaining with formal dining & living area, hardwood floors, beautiful moldings, two fireplaces, top of the lin"
120,16173736,CLAW,2016-10-21 00:00:00,525 N N. CRESCENT HEIGHTS,3995.00,2,,1,,1,RangeOven,"bedrooms,bathrooms","Adorable renovated Country English cottage with hardwood floors, two bedrooms, two renovated baths and tons of natural light. Master suite with renovated spa bath with vaulted ceilings and skylight. U"
125,16174228,CLAW,2016-10-24 00:00:00,1712 MANZANITA PARK AVE,1995000.00,4,,2,1,1,,"bedrooms,bathrooms",Step into this beautifully designed home located at the end of a cul-de-sac nestled in the hills of Malibu. This peaceful and private oasis is tucked behind a walled courtyard entry and gated driveway
123,16173864,CLAW,2016-10-24 00:00:00,11863 DARLINGTON AVE,1195000.00,2,,2,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","You immediately feel at home when you step into this luxurious 2 bedrooms and 2.5 bath condominium with an open floor plan and designer finishes. The living quarters features bamboo floors, crown mold"
110,16172810,CLAW,2016-10-24 00:00:00,11166 W SUNSET,4495000.00,5,,5,1,,"Built-In BBQ,Built-Ins,RangeOven","bedrooms,bathrooms","A magnificent new gated home beautifully situated on a large lot (over 13,000 feet) at the intersection of Bel-Air and Westwood. Convenient and easy access to Westwood Village, Beverly Hills, Brentwoo"
196,316010002,ITECH,2016-10-25 00:00:00,2331 North Orchard Drive,899000.00,3,,1,,1,"Built-In BBQ,Gas,Oven-Gas","bedrooms,bathrooms","Welcome Home! This beautiful home offers 3 bedrooms, 2 baths with 2004 sq ft of living space. Enjoy gathering in your living room by one of the fireplaces that is connected to the spacious dining area"
126,16174500,CLAW,2016-10-25 00:00:00,245 S BURLINGAME AVE,7350000.00,5,,3,1,2,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","Truly a rare opportunity in Brentwood Park, minutes to the Country Mart, this charming Traditional has great scale and flow -- both indoors and out -- and is ideally suited for gracious living and ent"
128,16174714,CLAW,2016-10-25 00:00:00,18326 CLIFFTOP WAY,16000.00,3,,2,1,,"Microwave,RangeOven","bedrooms,bathrooms","Panoramic ocean views from this stunning, modern architectural home designed to perfection! Gorgeous open floor plan with high ceilings and skylights. The grand living room features walls of glass wit"
197,316010040,ITECH,2016-10-26 00:00:00,1710 East Mendocino Street,899000.00,3,,1,,1,,"bedrooms,bathrooms","Nestled in the scenic foothills of the San Gabriel Mountains, this beautifully maintained mid-century ranch is a composition of large, light-filled spacesa generous canvas to make your own. The 9,520-"
127,16174642,CLAW,2016-10-26 00:00:00,235 OCEAN PARK,2079000.00,3,,2,,1,RangeOven,"bedrooms,bathrooms","Spectacular 3 bed/3 bath + loft townhome located in the heart of Silicon Beach, Just one block from Main Street, and three blocks from the beach! This FAIA Award winning Michael Folonis creation has a"
130,16174878,CLAW,2016-10-27 00:00:00,701 N ALPINE DR,7995000.00,5,,5,1,1,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","Elegantly situated in the heart of Beverly Hills sits this 2 story Mediterranean home w/ architectural details, 5 bdrms, 6 ~ bas & an inviting GH w/ add'l bedrm & bath. Enter thru the dramatic 2 story"
198,316010077,ITECH,2016-10-27 12:33:34,1121 Hillcroft Road,1895000.00,4,,4,,,,"bedrooms,bathrooms","This sensational 1927 Spanish Colonial, revived to perfection, stands proudest among the other notable properties in this most coveted location of Rossmoyne Historic District. Rossmoyne is one of Glen"
199,316010117,ITECH,2016-10-28 00:00:00,370 South Berkeley Avenue,1699000.00,4,,1,,2,,"bedrooms,bathrooms","Nothing defines Southern California real estate like the understated elegance of a two-story Spanish Revival home. Located in the prestigious Cal Tech area of Pasadena, with San Marino just a block aw"
132,16175808,CLAW,2016-10-28 00:00:00,609 11TH ST,3195000.00,3,,1,,1,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","Charming original Spanish style 3 bedroom + 1.75 bath single level home. Approximately 2,266 sq ft on a 50~150 lot with pool and converted garage. Tons of natural light, hardwood floors and original d"
131,16175522,CLAW,2016-10-29 00:00:00,5625 W CRESCENT PARK,799000.00,2,,2,,,"Range Hood,RangeOven","bedrooms,bathrooms","Elegant contemporary two bedroom condo at the much sought after Metro in Playa Vista. Located on the 3rd floor, this unit has been impeccably maintained and was recently upgraded. Step into the formal"
89,16167486,CLAW,2016-10-29 00:00:00,3292 INGLEWOOD,7750.00,4,,2,,,RangeOven,"bedrooms,bathrooms","If you love the magnificence of a great view, this is one of best. King of the Hill panoramic views of Los Angeles and the the mountains beyond. Dramatic architectural home by Escher Gunewardena, loca"
201,316010184,ITECH,2016-10-31 00:00:00,3263 Orlando Road,3950.00,4,,3,1,,,"bedrooms,bathrooms","San Marino Schools! Located in a quiet cul de sac, this traditional single story ranch home has 4 bedrooms and 3.5 bath including permitted guest house ( approx.545 sqft) in San Marino school district"
133,16175946,CLAW,2016-10-31 00:00:00,7463 ROSEWOOD AVE,899000.00,2,,1,,,"Microwave,RangeOven","bedrooms,bathrooms","Beautifully renovated character Spanish Bungalow in amazing Melrose Village (90036) location. Living room w/ barreled ceilings, formal dining room, newer hardwood floors, wood burning fireplace, newer"
200,316010138,ITECH,2016-11-01 00:00:00,929 Old Mill Road,1998000.00,3,,3,1,,"Built-In Gas,Double Oven,Range Hood","bedrooms,bathrooms","This modern contemporary home resides on a corner lot in the upscale Langham Area of Pasadena, a neighborhood characterized by rolling, oak-covered terrain on the base of the picturesque San Gabriel M"
134,16176498,CLAW,2016-11-01 00:00:00,610 N Orlando AVE,3550.00,2,,2,,,"Microwave,RangeOven","bedrooms,bathrooms","Extensively Remodeled Units for Lease in prime and hip WeHo! Modern designer finishes include French Oak laminate wood flooring throughout, a kitchen complete with stainless steel appliances, Caesarst"
124,16174184,CLAW,2016-11-02 00:00:00,4746 TOLAND WAY,768000.00,2,,1,,1,,"bedrooms,bathrooms","Come discover an enchanting brick cottage in the heart of Highland Park. Once you step under the bougainvillea onto the flagstone porch, you'll be smitten. 4746 Toland Way was designed by LA architect"
195,316009971,ITECH,2016-11-02 00:00:00,1143 Crowne Drive,3000.00,3,,2,1,,Free Standing Gas,"bedrooms,bathrooms","Light-filled 3 bedroom, 2 bath Townhome that feels like a single family residence in great Rose Court neighborhood. This Craftsman style home features beautifully redone hardwood floors in the main li"
202,316010241,ITECH,2016-11-02 11:55:26,555 Sierra Madre Boulevard,2485000.00,4,,1,,3,"Free Standing Gas,Oven-Gas","bedrooms,bathrooms","Located in the desirable city of San Marino, near the prestigious Huntington Library, perched up and set back from the street, is this 4 bedrooms 4 baths whimsical traditional. It has been extensively"
111,16172836,CLAW,2016-11-03 00:00:00,1102 GALLOWAY ST,5985000.00,6,,8,,,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","A grand union of modern craftsmanship and traditional architecture, this magnificent Cape Cod was conceived by EMMA, the developers responsible for the redesign of Santa Barbara Airport's historic ter"
204,316010267,ITECH,2016-11-03 00:00:00,0 Roselawn,150000.00,0,,,,,,None,Great Opportunity! Buyer needs to check with City of Glendale and LA County Flood Control for possible specific uses of this property. Plans drawn in 2005 are available for viewing.
107,16171784,CLAW,2016-11-03 00:00:00,1227 GRANVILLE AVE,969000.00,3,,3,,,RangeOven,"bedrooms,bathrooms","Spacious two story, top floor condo with 3 bedrooms and 3 bathrooms. Close proximity to the area's best bars and restaurants. Condo has vaulted ceilings, hardwood floors in living room, loft ideal for"
140,16177368,CLAW,2016-11-03 00:00:00,11017 WAGNER ST,1285000.00,2,,1,,1,"Built-In BBQ,Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","Sensational home in the coveted Vets Park neighborhood. A true move-in ready, opportunity. Meticulously maintained. Features include, oak flooring, large master suite, bright kitchen with breakfast no"
139,16177332,CLAW,2016-11-03 00:00:00,3850 GLENALBYN DR,650000.00,3,,2,,,Microwave,"bedrooms,bathrooms",Impeccable home!!! Tons of upgrades!!! Remodeled kitchen with stainless steel appliances and granite counter tops. 2-car attached garage. Zoning is possible for backyard expansion. Lots of possibiliti
135,16177116,CLAW,2016-11-03 00:00:00,11435 BIONA DR,1368000.00,4,,1,1,1,Oven,"bedrooms,bathrooms","Beautiful Four Bedroom + Studio home. Located on a Corner Lot. Warm & inviting spacious living room filled w/ character touches such as peg & groove hardwood floors, wood beam ceiling and decorative f"
203,316010261,ITECH,2016-11-03 07:20:11,265 West California Boulevard #8,608000.00,3,,1,1,1,"Cooktop - Gas,Oven","bedrooms,bathrooms","Fantastic three bedroom townhome located in Cal Ritz-Park complex across from Singer Park. Conveniently located close to Old Town, Rose Parade route, Huntington Hospital. This unit is bright and light"
141,16177590,CLAW,2016-11-04 00:00:00,849 S BROADWAY,1565000.00,2,,2,,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","This two bedroom residence located in Downtown L.A.'s landmark Eastern Columbia Building has been completely reimagined by designer/architect Andrea Keller, drawing its design inspiration from Havana,"
138,16177272,CLAW,2016-11-04 00:00:00,849 S BROADWAY,1999000.00,1,,1,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 1 bedroom/2 bath residence sitting atop the landmark Eastern Columbi"
137,16177260,CLAW,2016-11-04 00:00:00,849 S BROADWAY,2750000.00,2,,2,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 2 bedroom/3 bath residence situated within Los Angeles's most archit"
136,16177234,CLAW,2016-11-04 00:00:00,849 S BROADWAY,2649000.00,2,,2,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","From the unprecedented Penthouse Collection of actor, producer, musician and real estate investor Johnny Depp comes this two story, 2 bedroom/3 bath residence featuring 2,400 square feet of vibrantly-"
205,316010316,ITECH,2016-11-05 06:16:15,766 Elmira Street,540000.00,3,,1,,1,Built-In Gas,"bedrooms,bathrooms","Charming, updated (approx 4 years ago) Spanish-style single family framed by lovely landscaping. Truly move-in ready. Centrally located, close to shopping, with easy freeway access. The remodeled kitc"
